file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4
tromsoe_04gk-kb_sb_kk_lh.trs,2,137,960.0,65,401.142,41.79,36,254.133,26.47,0,0.0,29,1,600.822,97.834,,
trondheim_01um-02uk_ifg_sb.trs,2,369,1533.08,156,918.384,59.9,61,433.523,28.28,0,0.0,95,1,397.52,675.59,,
trondheim_01um-lks_ifg_sb.trs,2,70,539.52,4,21.446,3.98,0,0.0,0.0,0,0.0,4,1,117.482,401.631,,
trondheim_02uk-lks_ifg_sb.trs,2,62,562.88,3,6.145,1.09,0,0.0,0.0,0,0.0,3,1,104.807,434.44,,
trondheim_03gm-04gk_sb_amg.trs,2,246,1236.0,138,1041.198,84.24,91,843.128,68.21,0,0.0,47,1,163.291,223.5,,
trondheim_03gm-ran_sb_amg.trs,2,119,658.4,58,298.602,45.35,42,249.178,37.85,0,0.0,16,1,315.501,89.167,,
trondheim_04gk-ran_sb_amg.trs,2,155,654.0,73,356.301,54.48,44,271.13,41.46,0,0.0,29,1,248.632,128.3,,
trysil_01um-02uk_sb_mi.trs,2,256,1131.76,95,690.739,61.03,43,393.2,34.74,0,0.0,52,1,409.481,329.079,,
trysil_01um-ifg_sb_mi.trs,2,100,926.12,14,103.328,11.16,4,28.656,3.09,0,0.0,10,1,656.504,230.944,,
trysil_02uk-sl_sb_lh.trs,2,125,711.72,29,122.202,17.17,4,23.372,3.28,0,0.0,25,1,476.136,212.212,,
trysil_03gm-04gk_eo_ifg_amg.trs,2,191,1038.72,127,934.866,90.0,94,832.528,80.15,0,0.0,33,1,98.609,90.985,,
trysil_03gm-ifg_eo_lh.trs,2,27,813.08,2,7.909,0.97,0,0.0,0.0,0,0.0,2,1,52.777,743.514,,
trysil_04gk-sl_eo_lh.trs,2,129,781.44,49,225.495,28.86,26,99.971,12.79,0,0.0,23,1,66.937,598.626,,
valle_01um-02uk_eo_amg.trs,2,197,1281.0,143,1112.617,86.86,110,991.881,77.43,0,0.0,33,1,109.411,159.175,,
valle_01um-sl_eo_amg.trs,2,79,825.0,14,57.345,6.95,8,35.119,4.26,0,0.0,6,1,125.656,656.236,,
valle_02uk-eo_eo_amg.trs,2,112,858.84,31,189.949,22.12,17,106.278,12.37,0,0.0,14,1,115.628,616.592,,
valle_03gm-04gk_eo_amg_lh.trs,2,218,1368.16,132,1096.817,80.17,90,883.68,64.59,0,0.0,42,1,213.887,261.977,,
valle_03gm-eo_eo_amg.trs,2,109,834.12,13,56.228,6.74,6,18.826,2.26,0,0.0,7,1,246.081,550.567,,
valle_04gk-sl_eo_amg.trs,2,117,833.8,36,313.366,37.58,12,47.771,5.73,0,0.0,24,1,127.873,645.851,,
vang_01um-02uk_eo_amg_as.trs,2,214,1314.64,147,1166.758,88.75,91,905.983,68.91,0,0.0,56,1,179.717,225.721,,
vang_01um-mi_eo_as.trs,2,79,781.28,11,94.243,12.06,3,72.138,9.23,0,0.0,8,1,138.689,558.372,,
vang_02uk-sl_eo_as.trs,2,62,525.24,5,16.283,3.1,1,5.127,0.98,0,0.0,4,1,125.845,393.815,,
vang_03gm-04gk_lh_eo_sl.trs,2,187,1298.88,132,1135.664,87.43,96,965.407,74.33,0,0.0,36,1,203.556,123.526,,
vang_03gm-sl_lh_eo_as.trs,2,99,1129.12,16,106.729,9.45,4,43.084,3.82,0,0.0,12,1,205.35,712.714,,
vang_04gk-mi_lh_eo_as.trs,2,102,1052.52,15,106.901,10.16,7,77.054,7.32,0,0.0,8,1,120.747,833.709,,
vardoe_01um-02uk_eo_kk.trs,3,414,2470.96,218,1788.786,72.39,155,1349.638,54.62,0,0.0,63,1,436.023,672.467,5.198,
vardoe_01um-kb_eo_kk.trs,2,129,765.84,35,175.62,22.93,14,78.295,10.22,0,0.0,21,1,225.397,446.6,,
vardoe_02uk-kb_eo_kk.trs,2,135,972.4,34,195.915,20.15,20,133.182,13.7,0,0.0,14,1,219.171,596.285,,
vardoe_03gm-04gk_kk_eo.trs,2,413,2913.0,351,2786.568,95.66,292,2583.221,88.68,0,0.0,59,1,158.497,147.872,,
vardoe_03gm-kb_kk_eo.trs,2,130,1136.32,62,363.953,32.03,35,202.683,17.84,0,0.0,27,1,73.81,838.359,,
vardoe_04gk-kb_kk_eo.trs,2,178,1294.04,128,960.728,74.24,91,642.462,49.65,0,0.0,37,1,67.936,571.081,,
vegaarshei_01um-02uk_ifg_eo.trs,2,244,1102.04,173,965.202,87.58,121,831.89,75.49,0,0.0,52,1,143.314,117.607,,
vegaarshei_01um-sl_lh_amg.trs,2,101,1110.0,34,165.645,14.92,18,103.306,9.31,0,0.0,16,1,122.732,822.519,,
vegaarshei_02uk-eo_sr_eo.trs,2,148,1204.6,36,131.645,10.93,22,83.503,6.93,0,0.0,14,1,130.016,976.775,,
vegaarshei_03gm-04gk_sb_eo_lh.trs,2,177,1218.0,95,993.463,81.57,62,821.571,67.45,0,0.0,33,1,145.54,202.441,,
vegaarshei_03gm-sl_eo_lh.trs,2,82,888.0,30,259.399,29.21,14,92.928,10.46,0,0.0,16,1,110.116,624.267,,
vegaarshei_04gk-eo_sb_lh.trs,2,90,728.64,20,156.366,21.46,6,67.682,9.29,0,0.0,14,1,525.749,110.646,,
vennesla_01um-02uk_eo_lh.trs,3,382,1263.04,188,964.023,76.33,84,557.148,44.11,0,0.0,104,1,227.81,461.866,9.325,
vennesla_01um-sl_eo_lh.trs,2,77,608.48,20,71.414,11.74,7,18.015,2.96,0,0.0,13,1,476.925,113.54,,
vennesla_02uk-sl_eo_lh.trs,2,88,658.88,33,174.911,26.55,10,38.263,5.81,0,0.0,23,1,486.162,134.455,,
vennesla_03gm-04gk_lh_mi.trs,2,307,1121.8,148,822.388,73.31,73,539.978,48.13,0,0.0,75,1,286.922,291.585,,
vennesla_03gm-sl_lh_ahl_lh.trs,2,54,2371.08,10,56.917,2.4,3,16.722,0.71,0,0.0,7,1,1806.41,547.948,,
vennesla_04gk-sl_lh_mi.trs,2,123,561.44,42,174.464,31.07,28,112.661,20.07,0,0.0,14,1,74.137,365.294,,
vestre_slidre_03gm-04gk_ifg_eo.trs,2,306,1344.0,160,887.492,66.03,94,573.094,42.64,0,0.0,66,1,292.11,456.019,,
vestre_slidre_03gm-ifg_ifg_eo.trs,2,111,650.88,23,114.775,17.63,8,54.495,8.37,0,0.0,15,1,172.477,397.414,,
vestre_slidre_04gk-ifg_ifg_eo.trs,2,158,967.36,37,193.828,20.04,23,91.918,9.5,0,0.0,14,1,215.501,652.024,,
vinje_01um-05um_amg_lh.trs,2,204,1272.0,76,760.132,59.76,40,481.339,37.84,0,0.0,36,1,372.447,407.268,,
vinje_01um-as_amg_lh.trs,2,64,339.96,10,50.9,14.97,1,2.92,0.86,0,0.0,9,1,145.777,186.112,,
vinje_04gk-08gk_lh_mi.trs,2,127,1204.48,80,922.874,76.62,52,751.192,62.37,0,0.0,28,1,106.496,333.628,,
vinje_04gk-sl_lh_amg_mi.trs,2,51,912.0,9,40.47,4.44,5,22.441,2.46,0,0.0,4,1,82.2,799.799,,
vinje_05um-as_amg_lh.trs,2,64,446.44,10,44.839,10.04,2,5.58,1.25,0,0.0,8,1,291.114,140.851,,
vinje_08gk-sl_lh_sl_mi.trs,2,87,952.92,15,314.049,32.96,7,45.568,4.78,0,0.0,8,1,334.949,561.934,,
volda_01um-02uk_sb_ifg.trs,2,176,1321.44,88,1089.899,82.48,45,763.532,57.78,0,0.0,43,1,251.99,298.335,,
volda_01um-amr_sb_ifg.trs,2,56,498.76,9,40.224,8.06,1,1.017,0.2,0,0.0,8,1,409.257,85.624,,
volda_02uk-amr_sb_ifg.trs,2,94,603.32,26,125.286,20.77,9,32.499,5.39,0,0.0,17,1,475.929,80.321,,
volda_03gm-04gk_sb_eo.trs,2,255,1215.88,136,937.982,77.14,101,815.403,67.06,0,0.0,35,1,164.997,216.841,,
volda_03gm-amr_sb_eo.trs,2,95,899.08,18,149.14,16.59,9,72.64,8.08,0,0.0,9,1,691.028,109.381,,
volda_04gk-amr_sb_eo.trs,2,161,768.48,38,148.357,19.31,23,102.569,13.35,0,0.0,15,1,530.27,116.522,,
voss_01um-02uk_mi_lh.trs,2,330,1502.76,163,1105.798,73.58,92,705.389,46.94,0,0.0,71,1,434.982,359.957,,
voss_01um-sl_mi_lh.trs,2,116,651.64,22,129.535,19.88,15,96.854,14.86,0,0.0,7,1,119.111,431.691,,
voss_02uk-mi_sb_mi.trs,2,66,726.08,11,87.926,12.11,4,32.241,4.44,0,0.0,7,1,595.9,96.341,,
voss_03gm-04gk_sb_mi.trs,2,184,1350.04,122,1228.081,90.97,90,1052.847,77.99,0,0.0,32,1,135.007,157.559,,
voss_03gm-mi_sb_mi.trs,2,59,647.96,15,139.509,21.53,8,68.42,10.56,0,0.0,7,1,498.244,69.849,,
voss_04gk-sl_mi_lh.trs,2,210,849.08,56,229.404,27.02,25,114.922,13.53,0,0.0,31,1,145.069,577.424,,
